"Clive Walford","Seemingly left for dead by the Raiders - the tight end-needy Jets decided to pick up the once highly sought-after Walford - who is still just 26 years old. They have last year's rookie Jordan Leggett coming back from injury - but he's essentially still a rookie. I don't expect much production out of the Jets tight end position - but if there's one who I'd project to lead them in receiving - it's probably Walford. This is one positional battle we'll watch in the preseason to ensure we have it right."
"Josh Rosen","It's possible that Rosen landed in the best spot for his chance to be the starter right away - as Sam Bradford has a bad history of knee injuries and still hasn't been fully cleared. With them both learning a new offense - it's well within the realm of possibilities that Rosen starts Week 1. He's still a rookie - so expectations must be kept in check - but he'd be worth a draft pick in 2QB leagues."
"Robert Turbin","Putting Turbin inside the top-200 is not something anyone wants to do - but with reports that he may be the LeGarrette Blount to Frank Reich's offense - he should be moving up draft boards. While that role is extremely touchdown-dependent - it still has a place in fantasy football - especially when they're projected to be in the lead or in a projected shootout. I'd likely rather roster a high-upside backup - but if you're desperate for someone to get 5-10 touches per week - he can fill that role."
"Alfred Blue","After sitting out there as a free agent - Blue wound up signing with the Texans again. It may turn out to be nothing - but Blue did receive 46 carries over the teams final three games - including 22 touches in Week 17. If D'Onta Foreman starts the season on the PUP list - it's possible that Blue is in a timeshare with Lamar Miller."
"Mike Gillislee","We've come a long way since Gillislee's three-touchdown game in Week 1 last year - eh? Since that time - we've seen both Rex Burkhead and Dion Lewis in extended roles - Jeremy Hill signed to a one-year deal - and then Sony Michel drafted with a first-round pick. It helps that Lewis left via free agency - but as of now - Gillislee is no lock to make the roster and it likely comes down to him or Hill. I'd bet on Gillislee winning that battle - but his fantasy relevance isn't something that you should gamble on. If you play in a league where you draft over 200 players - sure - he can have some value as a high-upside backup - but it seems he found his way into Bill Belichick's doghouse and won't get out any time soon."
"Carlos Henderson","There are a lot of people who have forgotten about Henderson after he missed his rookie season with a hand injury - but he was the guy most compared to Golden Tate last offseason. He's a monster after the catch and can play anywhere on the field - though the slot is his likely destination in 2018. He got into some trouble this offseason - but if he can stay on the field - he'll have to beat out rookie DaeSean Hamilton - who is solid in his own right. Henderson is someone you should watch closely in the preseason."
"Terrance West","The Saints are insistent that Kamara won't be a workhorse with Ingram out - and they just signed West - so you can expect him to assume the Mark Ingram role for the first four weeks. Granted - he isn't as good - but if you need a flex - remember just how good even Tim Hightower was in this role when Ingram was injured."
"AJ McCarron","It seems like McCarron is the favorite to start Week 1 for the Bills - but a non-mobile quarterback behind an offensive line that lost three starters this offseason? Not just that - but his pass-catchers are one of the worst groups in the league."
"Rico Gathers","He's someone you need to keep an eye on throughout the preseason - as the Cowboys starting tight end position is wide open. He'll compete with a few rookies - making me believe he'll get the job after dominating last preseason. He gained almost 20 pounds this offseason to help with his blocking - but hopefully it doesn't take away from what he does best - catch the ball. With the lack of playmakers on the Cowboys - they need someone to step up and Gathers has it in him as a receiver."
"Tre'Quan Smith","He could have a Brandon Coleman-type season where he pops up on the fantasy radar for a week or two - but there's going to be nothing steady about his production unless something happens to Ted Ginn or Cameron Meredith."
"Benny Cunningham","It seems that everyone has forgotten about Cunningham on the Bears roster - as the conversation comes down to Tarik Cohen and Jordan Howard all the time. Well - Cunningham was solid in his passing-down role last year - catching 20 passes for 240 yards and two touchdowns. He could be the veteran presence that Matt Nagy likes and wants to keep around - which would give him just a small amount of value in DEEP leagues."
"Cameron Artis-Payne","Some were slating Artis-Payne for a bigger workload this year - but the signing of C.J. Anderson quickly ended that debate. He'll go back to being the No. 3 on the depth chart and will only have relevance with multiple injuries."
"Josh Allen","As of now - it appears unlikely that Allen will start the season for the Bills - as A.J. McCarron is the front-runner for the job. It's only a matter of time before they go to Allen - though - so he's got some bench value in 2QB leagues as someone who will use his legs. His ceiling is capped due to the pass-catchers - but once he does start - he should be a semi-high-floor QB2."
"Laquon Treadwell","If something doesn't happen with Treadwell in 2018 - it's likely not going to end well. He's now seen just 38 career targets over his first two seasons - hauling in 21 of them for 215 yards. The Vikings went out and signed Kendall Wright in free agency - though that seems to be a depth chart move with Adam Thielen occupying the slot. Treadwell should be on the field in 3WR sets - but if the past two years are any indication to his involvement - he's not going to be fantasy relevant."
"Mike Davis","You have to wonder if Davis is regretting his decision to re-up his contract with the Seahawks after they drafted Rashaad Penny with their first-round pick. Not only him is in Davis' way - either - as Chris Carson has reportedly looked good in mini-camp. Davis is third on the depth chart and that's not even including C.J. Prosise - who may be playing wide receiver."
"Damien Williams","An under-the-radar signing this offseason - as Williams has shown to be a capable third-down running back - but it's odd that he chose to sign in a crowded Chiefs backfield that now includes Kareem Hunt - Spencer Ward - Charcandrick West - and him. They wouldn't have signed him without a plan - so it's possible that he takes over West's old role. Still - that's just a 3-5 touch per week role that doesn't have much value."
"Jacoby Brissett","With each passing day - it seems the Andrew Luck situation is getting murkier. Now having failed to throw a football in 17 months - it's fair to think that he may not ever return to form. If he doesn't - they may decide to shut him down sooner than most - meaning Brissett would re-enter the fantasy conversation."
